iter	Logloss
351	0.3230387809
352	0.322752932
353	0.3225861254
354	0.3222707069
355	0.3220070023
356	0.3217063818
357	0.3214088684
358	0.321169362
359	0.3209060261
360	0.3206045103
361	0.3203920721
362	0.3200739152
363	0.3198680861
364	0.3195749963
365	0.3193306186
366	0.31902776
367	0.3186988863
368	0.3183999247
369	0.3181146288
370	0.3179500866
371	0.3177383857
372	0.3175450375
373	0.317325806
374	0.317100018
375	0.3168608276
376	0.3165738202
377	0.3163743632
378	0.3161415186
379	0.3159224713
380	0.3156788573
381	0.3155005441
382	0.3152005555
383	0.3149929096
384	0.3147484267
385	0.3145706137
386	0.3143337141
387	0.3140978677
388	0.3139321144
389	0.3137487193
390	0.3135074224
391	0.3133274503
392	0.3131797863
393	0.3129686647
394	0.3127051708
395	0.3124863342
396	0.3122775561
397	0.3120592461
398	0.3118142366
399	0.3115927406
400	0.3114090822
401	0.3111568843
402	0.3109647473
403	0.3107455157
404	0.3105299179
405	0.310270479
406	0.3100883741
407	0.3099012926
408	0.309716186
409	0.3095747888
410	0.3094191728
411	0.3091181047
412	0.30895559
413	0.3087616888
414	0.3085694729
415	0.308328255
416	0.3080681578
417	0.3078797071
418	0.307652629
419	0.3073938747
420	0.307157291
421	0.3069590716
422	0.3067227513
423	0.3065694261
424	0.3063286558
425	0.3061419694
426	0.3059885652
427	0.3057449512
428	0.3055557633
429	0.3052547215
430	0.305042178
431	0.3047858988
432	0.3046210933
433	0.3044008085
434	0.3042577525
435	0.3039636357
436	0.3037691289
437	0.3035992416
438	0.3034152672
439	0.3032409826
440	0.3030418679
441	0.3029162956
442	0.3027441701
443	0.3026099612
444	0.3024594798
445	0.3022106786
446	0.3019737527
447	0.3017352732
448	0.3015461116
449	0.3013573187
450	0.3011557289
451	0.300999165
452	0.3008713545
453	0.3007154226
454	0.3005299474
455	0.3003559787
456	0.3002012317
457	0.3000809519
458	0.2999493498
459	0.2997485236
460	0.2995206291
461	0.2992720649
462	0.2991384616
463	0.2990325585
464	0.2988633558
465	0.2987008412
466	0.2985633672
467	0.298366596
468	0.2982237769
469	0.2981035761
470	0.2978865827
471	0.2977339421
472	0.297584356
473	0.2974200771
474	0.2972263076
475	0.2971086346
476	0.2969785597
477	0.2967463996
478	0.2965885455
479	0.2963824268
480	0.2961854976
481	0.2960048409
482	0.2958791896
483	0.2957295771
484	0.2955182448
485	0.2953765316
486	0.2952338705
487	0.2951483739
488	0.2950251977
489	0.2948721885
490	0.2947491703
491	0.2945681449
492	0.294423588
493	0.2942483028
494	0.2940998226
495	0.2939666142
496	0.2938671622
497	0.2937205778
498	0.2935499532
499	0.2934500535
500	0.2932991245
501	0.2930951913
502	0.2929448942
503	0.2927488865
504	0.2925734697
505	0.2924081113
506	0.2922482297
507	0.2921282396
508	0.2919666465
509	0.2918431806
510	0.2917455454
511	0.2915764744
512	0.2914114583
513	0.2913028694
514	0.2911613405
515	0.2909657805
516	0.2907772772
517	0.2906679511
518	0.2904850826
519	0.2903398937
520	0.2901951261
521	0.2900201042
522	0.2898615129
523	0.2896964968
524	0.2895743738
525	0.2894445095
526	0.2892671442
527	0.28914381
528	0.2889948821
529	0.28883766
530	0.2886827286
531	0.2885158957
532	0.288313279
533	0.2881745938
534	0.2880391474
535	0.2878559103
536	0.28771475
537	0.2876039757
538	0.2874676867
539	0.2873400078
540	0.2871996112
541	0.2870551859
542	0.2869256639
543	0.286829319
544	0.286707354
545	0.2865612698
546	0.2864323535
547	0.28628935
548	0.2861537456
549	0.2859656636
550	0.2858114958
551	0.2857007215
552	0.2855617994
553	0.285426195
554	0.2852946718
555	0.2851892427
556	0.2850377607
557	0.2848943096
558	0.2847326902
559	0.2846807919
560	0.2845204364
561	0.2844084508
562	0.2843117899
563	0.2841562793
564	0.2840578542
565	0.2839444467
566	0.2838237193
567	0.2837266897
568	0.2836050934
569	0.2834782572
570	0.2833710902
571	0.2832631069
572	0.2831088602
573	0.2830036417
574	0.2828321745
575	0.2827425439
576	0.2826753473
577	0.282578818
578	0.2825027216
579	0.2823747795
580	0.2822885192
581	0.282139723
582	0.2820192852
583	0.2819356318
584	0.2817790152
585	0.2816515471
586	0.2815505415
587	0.2814692315
588	0.2813019773
589	0.2811401999
590	0.2810650777
591	0.280965415
592	0.2808791811
593	0.2807793605
594	0.2806631883
595	0.2805037544
596	0.2804432722
597	0.2803866869
598	0.2802469222
599	0.2800873303
600	0.2799666292
601	0.2798774726
602	0.279758878
603	0.279636834
604	0.2794952524
605	0.2793834512
606	0.2792594324
607	0.2791290678
608	0.2790140805
609	0.2788876393
610	0.2787876343
611	0.2787182259
612	0.2785642951
613	0.2784983098
614	0.2783931176
615	0.2782891366
616	0.2782187803
617	0.2781048989
618	0.2780090016
619	0.2778542546
620	0.2777622805
621	0.2776866054
622	0.277605427
623	0.2774898605
624	0.2773476996
625	0.2772860852
626	0.2771651208
627	0.2770921577
628	0.2770106371
629	0.2769203482
630	0.2768226077
631	0.2767247619
632	0.2766248096
633	0.2765150095
634	0.2763921229
635	0.2763339578
636	0.2762339529
637	0.2761510367
638	0.2760015295
639	0.2758877535
640	0.2757669207
641	0.2756952215
642	0.2756125423
643	0.2755307057
644	0.275420379
645	0.2752737682
646	0.2751772916
647	0.2750905838
648	0.2749024491
649	0.2747902529
650	0.2746940922
651	0.2746325041
652	0.2745467705
653	0.2744389453
654	0.2743666668
655	0.2742925715
656	0.2742143159
657	0.2740682844
658	0.2739567991
659	0.2738646671
660	0.2737641355
661	0.2736949641
662	0.2735796082
663	0.2734792609
664	0.2733940539
665	0.2733331504
666	0.2732554478
667	0.2731248199
668	0.2730171526
669	0.2729371065
670	0.2728415251
671	0.2727702472
672	0.2726974421
673	0.2726502571
674	0.2725448543
675	0.2724241532
676	0.2723647505
677	0.2722538445
678	0.2721792489
679	0.2720426439
680	0.2719476418
681	0.2718526661
682	0.2717738839
683	0.271657422
684	0.2716047601
685	0.2715141816
686	0.2713933752
687	0.2713084842
688	0.2711786199
689	0.2711132928
690	0.2710236096
691	0.270919971
692	0.270856329
693	0.2708029562
694	0.2707469502
695	0.2706713541
696	0.2706196401
697	0.2705706908
698	0.2705164491
699	0.2703895865
700	0.2703052485
701	0.2701686435
702	0.2700941532
703	0.2700095255
704	0.2698805038
705	0.2697926111
706	0.2696708567
707	0.2695934437
708	0.2695125814
709	0.269423846
710	0.2693477232
711	0.2692697309
712	0.2691617214
713	0.2690539488
714	0.2689532329
715	0.2688654981
716	0.2687874532
717	0.2686750726
718	0.2685866006
719	0.2684956798
720	0.2684652939
721	0.2684115788
722	0.2683896451
723	0.2683145755
724	0.2682603601
725	0.2681923735
726	0.2681071929
727	0.2680367049
728	0.2679379112
729	0.267928432
730	0.2678544947
731	0.2677940388
732	0.267717995
733	0.2676269953
734	0.2675265163
735	0.2674437318
736	0.267371664
737	0.2672989905
738	0.2671807909
739	0.267112699
740	0.267068463
741	0.2669958422
742	0.2669329113
743	0.2668566831
744	0.2667686061
745	0.2667068337
746	0.2666165448
747	0.2665459252
748	0.2664674853
749	0.2664049229
750	0.266371272
751	0.2663027325
752	0.2661986199
753	0.2661625728
754	0.2660794986
755	0.2659789934
756	0.2659214339
757	0.265769399
758	0.2657148939
759	0.2656332153
760	0.2655864778
761	0.2655533271
762	0.2654822072
763	0.2654129568
764	0.2653629807
765	0.2652894383
766	0.2651967007
767	0.2651213151
768	0.2650781587
769	0.2649688326
770	0.2649049537
771	0.2648131113
772	0.2647173983
773	0.2646615503
774	0.2645934585
775	0.2644878713
776	0.2644188316
777	0.2642927853
778	0.2642494709
779	0.2641835381
780	0.2640870089
781	0.2640387179
782	0.2639881361
783	0.2639297867
784	0.2638581928
785	0.2637954988
786	0.263705052
787	0.2636250849
788	0.2635567034
789	0.2634504843
790	0.2633455291
791	0.2632927882
792	0.2632264605
793	0.2631566572
794	0.2631153176
795	0.2629751052
796	0.2628892663
797	0.2628307063
798	0.2627334661
799	0.2626598974
800	0.2626280106
801	0.2625810098
802	0.2625312706
803	0.2624459057
804	0.2624102272
805	0.2623674658
806	0.2623189905
807	0.2622747018
808	0.2622355213
809	0.2621976574
810	0.2621448902
811	0.2620741126
812	0.2620195022
813	0.2619611528
814	0.2618881634
815	0.2618116456
816	0.2617495309
817	0.2617090075
818	0.2616593737
819	0.2615921244
820	0.2614736088
821	0.2614102039
822	0.2613442975
823	0.2613254972
824	0.2613060386
825	0.2612506119
826	0.2612106415
827	0.2611517919
828	0.2610704819
829	0.2610050494
830	0.2608941171
831	0.2608194689
832	0.2606892886
833	0.2606383909
834	0.2605674289
835	0.2604681876
836	0.2604052829
837	0.2603317406
838	0.2602804215
839	0.260153164
840	0.2600913653
841	0.2600230364
842	0.2599554185
843	0.2598777422
844	0.2598418794
845	0.2597462981
846	0.2596775743
847	0.259625281
848	0.2595484999
849	0.259441254
850	0.2593501752
851	0.2592978556
852	0.259260018
853	0.2592101472
854	0.2591719409
855	0.259112275
856	0.2590318339
857	0.25896469
858	0.2588627892
859	0.2587900104
860	0.25870246
861	0.2586319194
862	0.2585887366
863	0.2585266482
864	0.2584559759
865	0.2584073163
866	0.2583544437
867	0.2583078116
868	0.2582301616
869	0.2582037517
870	0.2580768101
871	0.2579801229
872	0.2579149538
873	0.2578659255
874	0.2577999138
875	0.2577564677
876	0.2576720507
877	0.2576144385
878	0.2575344978
879	0.2574662216
880	0.2574253033
881	0.2573771176
882	0.2573137917
883	0.2572468847
884	0.2571762914
885	0.2571035127
886	0.2570016382
887	0.2569119813
888	0.2568405191
889	0.2567808531
890	0.2567289812
891	0.2567127613
892	0.2566489087
893	0.2565694682
894	0.2565507469
895	0.2564666985
896	0.2564355753
897	0.2563864154
898	0.2563390197
899	0.256295284
900	0.2562142636
901	0.2561871954
902	0.2561075706
903	0.2560293677
904	0.2559999823
905	0.2559339969
906	0.2558877334
907	0.2558284888
908	0.2558042643
909	0.2557322755
910	0.2557083143
911	0.2556677383
912	0.2556243186
913	0.2555411391
914	0.2554866866
915	0.2554473482
916	0.255412723
917	0.2553369952
918	0.2552569227
919	0.2552087634
920	0.2551326406
921	0.2550693937
922	0.2550460908
923	0.2549861088
924	0.2549615684
925	0.2549168321
926	0.2548882103
927	0.2548386818
928	0.2547484456
929	0.254692545
930	0.2546363021
931	0.2545325055
932	0.2544989335
933	0.2544722339
934	0.2544242589
935	0.2543727029
936	0.254319409
937	0.2542481311
938	0.2541862007
939	0.2541304318
940	0.2541070762
941	0.2540661842
942	0.2540373255
943	0.2539682331
944	0.2539453515
945	0.2539300532
946	0.253890978
947	0.2538250453
948	0.2537553473
949	0.2537037913
950	0.2536692451
951	0.2535904892
952	0.2535052295
953	0.2534738957
954	0.2534346099
955	0.2533386599
956	0.2533173845
957	0.2532486344
958	0.2531834389
959	0.2531336997
960	0.2531087907
961	0.2530699262
962	0.2529967788
963	0.2529113085
964	0.2528514846
965	0.252802351
966	0.2527523748
967	0.2527128521
968	0.2526120572
969	0.2525704016
970	0.2525115519
971	0.2524310319
972	0.2523570155
973	0.2522706237
974	0.2522208845
975	0.2521762799
976	0.2521177988
977	0.2520758799
978	0.2519920158
979	0.2519394856
980	0.2518709987
981	0.2518340564
982	0.2517759703
983	0.2517416611
984	0.2516764393
985	0.2516177476
986	0.2515509723
987	0.2514717951
988	0.2514483606
989	0.2514173954
990	0.2513475657
991	0.251314731
992	0.2512013235
993	0.2511535855
994	0.2511218041
995	0.2510589257
996	0.2510304356
997	0.2509795116
998	0.2509064958
999	0.2508343227
1000	0.2508207886
1001	0.2507826613
1002	0.2507485101
1003	0.2506545086
1004	0.250587549
1005	0.2505540033
1006	0.2505138223
1007	0.2504349347
1008	0.2503764273
1009	0.2503440403
1010	0.2502699713
1011	0.2501935852
1012	0.2501405546
1013	0.2500594026
1014	0.2500184843
1015	0.2499637159
1016	0.2498686875
1017	0.249834115
1018	0.2497611782
1019	0.2497260791
1020	0.2496767875
1021	0.2495949772
1022	0.2495636961
1023	0.2494944193
1024	0.2494459177
1025	0.2494121351
1026	0.2492519375
1027	0.2492219466
1028	0.2491933775
1029	0.2490795224
1030	0.2490136161
1031	0.2489758575
1032	0.2489457085
1033	0.2488939945
1034	0.2488658994
1035	0.2488032317
1036	0.2487132852
1037	0.2486136488
1038	0.2485628827
1039	0.2485286525
1040	0.2485057182
1041	0.248482073
1042	0.2484494753
1043	0.2483941276
1044	0.2483404652
1045	0.2483104479
1046	0.2482788244
1047	0.2482320343
1048	0.2481893518
1049	0.2481500397
1050	0.2481116492
1051	0.2480756021
1052	0.2480279167
1053	0.2479759921
1054	0.2478905481
1055	0.2478396767
1056	0.2477426998
1057	0.2476798741
1058	0.2476354011
1059	0.2476143364
1060	0.2475640179
1061	0.2475177018
1062	0.2474957154
1063	0.2474220151
1064	0.2473642186
1065	0.2473459713
1066	0.2472607116
1067	0.2472422536
1068	0.2472039158
1069	0.2471489894
1070	0.2471002508
1071	0.2470877436
1072	0.2470735775
1073	0.2469916356
1074	0.2469380784
1075	0.2468858378
1076	0.2468552939
1077	0.2467707189
1078	0.2467445459
1079	0.2466869074
1080	0.2466714775
1081	0.2466600499
1082	0.2466425924
1083	0.2466153399
1084	0.2465751062
1085	0.2465533832
1086	0.246503723
1087	0.2464797092
1088	0.2464052452
1089	0.2463660647
1090	0.2463089792
1091	0.2462868086
1092	0.2462508405
1093	0.2462281695
1094	0.2461828803
1095	0.2460939606
1096	0.2460446164
1097	0.2459812642
1098	0.245916964
1099	0.2458517948
1100	0.2457848352
1101	0.2457454178
1102	0.2457032883
1103	0.2456308518
1104	0.2455863525
1105	0.2455310048
1106	0.2455284507
1107	0.2454279981
1108	0.2454179397
1109	0.245388765
1110	0.2453601169
1111	0.2453026101
1112	0.2452813347
1113	0.245251844
1114	0.2452137694
1115	0.2451590801
1116	0.2450610762
1117	0.2450025688
1118	0.2449671537
1119	0.2448858437
1120	0.2448482694
1121	0.2447875766
1122	0.2447707248
1123	0.2447355466
1124	0.2446808309
1125	0.2446589235
1126	0.2446348834
1127	0.2445913056
1128	0.2445311131
1129	0.2445279797
1130	0.2445180003
1131	0.2444822165
1132	0.2444273954
1133	0.2443966935
1134	0.2442898689
1135	0.2442492929
1136	0.2441916017
1137	0.244133463
1138	0.2441189283
1139	0.2440465708
1140	0.2440295874
1141	0.2439890114
1142	0.2439431692
1143	0.2438953521
1144	0.2438442438
1145	0.2438249958
1146	0.2437664095
1147	0.24371617
1148	0.2436874692
1149	0.2436630341
1150	0.2436262761
1151	0.243539226
1152	0.2434572314
1153	0.2434412221
1154	0.2434286623
1155	0.243369523
1156	0.2433187569
1157	0.2432853692
1158	0.2432310485
1159	0.2431887609
1160	0.243154873
1161	0.2431355197
1162	0.2430869391
1163	0.2430560266
1164	0.2430181627
1165	0.2429349305
1166	0.2429102847
1167	0.2428592027
1168	0.2428247618
1169	0.2427525886
1170	0.2426983732
1171	0.2426666444
1172	0.2425551591
1173	0.2425080794
1174	0.2424918332
1175	0.2424501776
1176	0.2424195547
1177	0.2424095753
1178	0.2423830073
1179	0.2422989853
1180	0.2422600155
1181	0.2422293136
1182	0.2421518742
1183	0.2421249903
1184	0.2421070063
1185	0.2420700639
1186	0.2420279871
1187	0.2420024197
1188	0.2419639502
1189	0.2419059694
1190	0.2418541501
1191	0.2417719449
1192	0.2417317111
1193	0.2417187827
1194	0.2416085086
1195	0.2415222484
1196	0.2414732202
1197	0.2414313539
1198	0.2414114214
1199	0.2413798506
1200	0.2413606027
1201	0.2413172882
1202	0.2412812938
1203	0.2412050394
1204	0.2411362629
1205	0.2410962662
1206	0.2410152458
1207	0.2409805153
1208	0.2409712468
1209	0.2409213496
1210	0.2408668446
1211	0.2407960143
1212	0.2407576501
1213	0.2407184433
1214	0.2406956934
1215	0.2406642805
1216	0.2406103284
1217	0.2405708846
1218	0.240515458
1219	0.2404703004
1220	0.2404617955
1221	0.2404279865
1222	0.2403951255
1223	0.2402724232
1224	0.2402171546
1225	0.2401447708
1226	0.2400800229
1227	0.2400108252
1228	0.2399931571
1229	0.2399505273
1230	0.2399176663
1231	0.2398845419
1232	0.2398532607
1233	0.239802837
1234	0.2397789285
1235	0.2397457251
1236	0.2396885079
1237	0.2396503017
1238	0.2396028533
1239	0.2395529562
1240	0.2394966079
1241	0.2394689868
1242	0.2394454996
1243	0.2394276472
1244	0.2393685605
1245	0.2393128705
1246	0.2392550741
1247	0.2391905106
1248	0.239075418
1249	0.2390139878
1250	0.2389852344
1251	0.2389469492
1252	0.2389136669
1253	0.238901581
1254	0.2388721167
1255	0.2388103969
1256	0.2387875943
1257	0.238779458
1258	0.2387696102
1259	0.2387188968
1260	0.2386616533
1261	0.2386417208
1262	0.2385965369
1263	0.2385562505
1264	0.2384963212
1265	0.2384666199
1266	0.2384056638
1267	0.2383428644
1268	0.2382904658
1269	0.2382414376
1270	0.2381748203
1271	0.2381422489
1272	0.2381354818
1273	0.2381100461
1274	0.238056489
1275	0.2380132272
1276	0.2379512178
1277	0.2378762799
1278	0.2378463943
1279	0.2377730362
1280	0.2377483641
1281	0.2377346983
1282	0.2377234287
1283	0.2377186891
1284	0.2376911206
1285	0.2376718464
1286	0.2376309807
1287	0.2375947493
1288	0.2375458791
1289	0.2375159671
1290	0.2374757334
1291	0.2374458478
1292	0.2373839437
1293	0.2372950504
1294	0.2372633216
1295	0.2372384388
1296	0.2371789045
1297	0.2370894583
1298	0.2369978265
1299	0.2369824229
1300	0.2369388452
1301	0.2368988748
1302	0.2368561133
1303	0.2367706957
1304	0.2367197453
1305	0.236682645
1306	0.2366476775
1307	0.2366232424
1308	0.2365821924
1309	0.2365356656
1310	0.2364915349
1311	0.2364540396
1312	0.2364037475
1313	0.2363579843
1314	0.2363057963
1315	0.2362963962
1316	0.236269486
1317	0.2362071869
1318	0.2361817512
1319	0.2361716665
1320	0.2361610288
1321	0.2360938848
1322	0.2360804824
1323	0.23601426
1324	0.2359855066
1325	0.2359664693
1326	0.2359406913
1327	0.2359184153
1328	0.2358568535
1329	0.2358105901
1330	0.2357979512
1331	0.2357406024
1332	0.2357040287
1333	0.2356793829
1334	0.2356256678
1335	0.2355881461
1336	0.2355573126
1337	0.2355357739
1338	0.2355312976
1339	0.2355205546
1340	0.2354935127
1341	0.2354439315
1342	0.2353921122
1343	0.235383344
1344	0.235356855
1345	0.2353430839
1346	0.2353001908
1347	0.2352715691
1348	0.2352526108
1349	0.235209823
1350	0.2351592149
1351	0.2351005232
1352	0.2350650027
1353	0.2350108136
1354	0.234988406
1355	0.2349483302
1356	0.2348763414
1357	0.2348301042
1358	0.2347759415
1359	0.2347635133
1360	0.2347300466
1361	0.2346934992
1362	0.2346600326
1363	0.234629831
1364	0.2345950741
1365	0.2345528393
1366	0.2345305896
1367	0.2344958591
1368	0.2344706604
1369	0.2344496483
1370	0.2343301057
1371	0.2343238916
1372	0.234279366
1373	0.2342383423
1374	0.2341961075
1375	0.2341519241
1376	0.2341363889
1377	0.2341129017
1378	0.2340935221
1379	0.2340443359
1380	0.2340071039
1381	0.2339379061
1382	0.2338930908
1383	0.2338516986
1384	0.2338322137
1385	0.233780368
1386	0.233758171
1387	0.2337225716
1388	0.2336539004
1389	0.2336350211
1390	0.233625305
1391	0.2335654021
1392	0.2335267219
1393	0.2335112393
1394	0.2334819856
1395	0.23344844
1396	0.2334244262
1397	0.2333611792
1398	0.2333164692
1399	0.2332290768
1400	0.2331684366
1401	0.2331322842
1402	0.2330755936
1403	0.2330263548
1404	0.2330216152
1405	0.2329875429
1406	0.2329223738
1407	0.232909498
1408	0.2328359293
1409	0.2327956166
1410	0.2327703389
1411	0.2327214686
1412	0.2326999299
1413	0.2326632772
1414	0.2326247024
1415	0.2325628509
1416	0.2325346242
1417	0.2325162451
1418	0.2324873601
1419	0.2324746949
1420	0.2324350668
1421	0.2324021268
1422	0.232377481
1423	0.2323588124
1424	0.2323415919
1425	0.2323123909
1426	0.2322676019
1427	0.2322205485
1428	0.2322060928
1429	0.2321886354
1430	0.2321469008
1431	0.2320866819
1432	0.2320361792
1433	0.2320136399
1434	0.2319742224
1435	0.231930829
1436	0.2318934654
1437	0.2318735592
1438	0.2318220822
1439	0.2318098383
1440	0.2317372965
1441	0.2317149942
1442	0.2316635698
1443	0.2316229675
1444	0.2315495831
1445	0.2315417101
1446	0.2315100603
1447	0.2314555289
1448	0.2314284607
1449	0.2313913867
1450	0.2313660037
1451	0.231354734
1452	0.2312529912
1453	0.2312075703
1454	0.2311649141
1455	0.2310849997
1456	0.2310602749
1457	0.2309827039
1458	0.230922722
1459	0.230904896
1460	0.2308722456
1461	0.2308432289
1462	0.2308396742
1463	0.2308170559
1464	0.23080497
1465	0.2308036008
1466	0.2307929631
1467	0.2307730569
1468	0.2307422496
1469	0.2307374837
1470	0.2306585435
1471	0.2305643577
1472	0.230538527
1473	0.230454505
1474	0.2304214333
1475	0.2303858865
1476	0.2303795671
1477	0.2303250093
1478	0.2302816422
1479	0.2302235561
1480	0.2302055984
1481	0.2301522256
1482	0.2301227876
1483	0.2301216553
1484	0.2300546431
1485	0.2300329727
1486	0.2299972152
1487	0.229943974
1488	0.2299134301
1489	0.2298896006
1490	0.2298424682
1491	0.2297820123
1492	0.2297329578
1493	0.2297028351
1494	0.2296335057
1495	0.229590481
1496	0.2295440068
1497	0.2294949259
1498	0.2293997658
1499	0.2293230374
1500	0.2292880436
1501	0.2292769056
1502	0.2292462827
1503	0.2292077079
1504	0.2291526762
1505	0.2291119422
1506	0.2290797921
1507	0.2290224169
1508	0.2289630143
1509	0.2289405013
1510	0.2289258086
1511	0.2288901565
