iter	Passed	Remaining
154	5214	499393
155	5242	498820
156	5270	498276
157	5299	497782
158	5326	497152
159	5354	496662
160	5386	496484
161	5415	496029
162	5445	495691
163	5475	495341
164	5504	494935
165	5536	494769
166	5564	494273
167	5594	493894
168	5629	494033
169	5646	492606
170	5676	492261
171	5708	492103
172	5736	491613
173	5757	490539
174	5786	490221
175	5819	490140
176	5849	489840
177	5878	489523
178	5907	489139
179	5936	488743
180	5963	488254
181	5991	487793
182	6023	487721
183	6053	487431
184	6103	488754
185	6124	487770
186	6146	486879
187	6175	486538
188	6207	486427
189	6238	486302
190	6268	486034
191	6304	486248
192	6334	486015
193	6366	485909
194	6394	485487
195	6427	485477
196	6454	485039
197	6483	484683
198	6512	484367
199	6542	484124
200	6568	483594
201	6599	483441
202	6631	483378
203	6658	482963
204	6691	482951
205	6720	482628
206	6747	482199
207	6776	481902
208	6806	481674
209	6836	481513
210	6866	481239
211	6896	481094
212	6927	480936
213	6960	480927
214	6988	480595
215	7008	479665
216	7037	479446
217	7070	479398
218	7098	479107
219	7141	479757
220	7172	479620
221	7202	479477
222	7230	479129
223	7259	478863
224	7290	478746
225	7323	478776
226	7351	478449
227	7380	478182
228	7409	477951
229	7437	477618
230	7469	477541
231	7504	477676
232	7535	477552
233	7562	477239
234	7590	476880
235	7619	476686
236	7647	476385
237	7678	476230
238	7707	476017
239	7736	475777
240	7764	475498
241	7800	475677
242	7828	475408
243	7855	475091
244	7883	474793
245	7912	474537
246	7941	474310
247	7969	474034
248	8000	473984
249	8033	473971
250	8046	472829
251	8077	472706
252	8107	472562
253	8137	472401
254	8150	471285
255	8184	471363
256	8217	471415
257	8245	471133
258	8273	470873
259	8305	470849
260	8334	470632
261	8365	470587
262	8398	470628
263	8426	470362
264	8455	470146
265	8483	469904
266	8519	470124
267	8548	469913
268	8576	469686
269	8605	469475
270	8636	469394
271	8666	469272
272	8697	469176
273	8725	468930
274	8754	468747
275	8786	468719
276	8817	468670
277	8848	468575
278	8876	468380
279	8910	468418
280	8940	468304
281	8970	468185
282	9001	468095
283	9029	467875
284	9059	467750
285	9095	467929
286	9127	467929
287	9157	467770
288	9192	467912
289	9225	467950
290	9266	468390
291	9295	468210
292	9325	468074
293	9356	468005
294	9385	467857
295	9421	468006
296	9455	468113
297	9488	468119
298	9517	467927
299	9544	467694
300	9574	467538
301	9612	467841
302	9643	467780
303	9673	467618
304	9721	468397
305	9749	468174
306	9773	467748
307	9803	467628
308	9831	467416
309	9863	467417
310	9894	467341
311	9925	467241
312	9954	467108
313	9982	466887
314	10014	466845
315	10042	466641
316	10069	466405
317	10104	466516
318	10131	466285
319	10159	466069
320	10188	465903
321	10219	465858
322	10258	466126
323	10297	466437
324	10331	466490
325	10358	466260
326	10386	466066
327	10413	465825
328	10443	465698
329	10482	465992
330	10510	465791
331	10549	466088
332	10586	466272
333	10615	466110
334	10646	466052
335	10674	465861
336	10703	465719
337	10736	465732
338	10763	465518
339	10792	465331
340	10828	465499
341	10853	465184
342	10882	465037
343	10911	464867
344	10940	464733
345	10971	464690
346	11000	464543
347	11033	464556
348	11060	464337
349	11086	464052
350	11117	463997
351	11145	463815
352	11173	463635
353	11189	462925
354	11221	462909
355	11247	462682
356	11276	462536
357	11312	462662
358	11352	462990
359	11382	462883
360	11411	462757
361	11443	462748
362	11471	462566
363	11508	462755
364	11537	462609
365	11568	462569
366	11598	462446
367	11629	462389
368	11658	462267
369	11685	462067
370	11714	461931
371	11735	461470
372	11763	461291
373	11795	461283
374	11824	461139
375	11852	460969
376	11879	460786
377	11911	460776
378	11940	460634
379	11971	460602
380	12006	460671
381	12040	460761
382	12071	460712
383	12100	460591
384	12129	460430
385	12161	460443
386	12189	460281
387	12221	460274
388	12249	460113
389	12282	460114
390	12316	460195
391	12344	460034
392	12383	460256
393	12410	460079
394	12439	459933
395	12472	459959
396	12507	460071
397	12532	459811
398	12562	459715
399	12591	459591
400	12619	459417
401	12648	459295
402	12686	459500
403	12734	460099
404	12767	460114
405	12794	459921
406	12830	460054
407	12862	460027
408	12901	460262
409	12929	460102
410	12957	459938
411	12989	459912
412	13024	460003
413	13055	459961
414	13085	459883
415	13118	459919
416	13151	459936
417	13185	459964
418	13216	459934
419	13244	459776
420	13274	459678
421	13319	460128
422	13368	460679
423	13396	460524
424	13441	460967
425	13473	460936
426	13500	460750
427	13528	460597
428	13565	460740
429	13594	460624
430	13628	460680
431	13656	460517
432	13686	460455
433	13715	460318
434	13736	459943
435	13764	459775
436	13793	459653
437	13825	459645
438	13854	459528
439	13882	459377
440	13914	459355
441	13943	459236
442	13970	459068
443	13997	458891
444	14024	458714
445	14047	458410
446	14071	458122
447	14095	457849
448	14123	457709
449	14146	457400
450	14179	457426
451	14205	457216
452	14224	456776
453	14247	456492
454	14273	456287
455	14300	456094
456	14325	455887
457	14339	455280
458	14363	455030
459	14391	454881
460	14418	454715
461	14444	454531
462	14469	454298
463	14501	454296
464	14530	454189
465	14555	453978
466	14586	453925
467	14616	453858
468	14640	453602
469	14653	453022
470	14678	452795
471	14704	452591
472	14729	452390
473	14754	452152
474	14777	451890
475	14804	451730
476	14832	451588
477	14859	451436
478	14886	451286
479	14916	451214
480	14939	450941
481	14966	450787
482	14989	450527
483	15018	450420
484	15047	450348
485	15074	450182
486	15099	449962
487	15124	449778
488	15151	449615
489	15175	449369
490	15201	449197
491	15232	449167
492	15257	448959
493	15281	448737
494	15311	448671
495	15335	448446
496	15360	448246
497	15391	448217
498	15420	448117
499	15447	447985
500	15476	447900
501	15511	447965
502	15547	448100
503	15571	447852
504	15594	447594
505	15623	447535
506	15648	447338
507	15676	447205
508	15702	447043
509	15726	446819
510	15748	446528
511	15771	446294
512	15798	446132
513	15824	445975
514	15847	445733
515	15872	445546
516	15900	445431
517	15925	445241
518	15948	445003
519	15975	444864
520	16001	444687
521	16029	444601
522	16052	444348
523	16078	444174
524	16106	444072
525	16129	443849
526	16154	443663
527	16178	443438
528	16204	443282
529	16229	443102
530	16254	442915
531	16278	442711
532	16310	442715
533	16334	442490
534	16358	442304
535	16383	442107
536	16411	442010
537	16434	441764
538	16458	441579
539	16483	441396
540	16506	441172
541	16532	441014
542	16556	440794
543	16589	440831
544	16614	440672
545	16637	440438
546	16662	440251
547	16687	440074
548	16713	439948
549	16736	439701
550	16759	439490
551	16785	439332
552	16810	439179
553	16834	438967
554	16861	438849
555	16888	438736
556	16916	438631
557	16942	438509
558	16968	438351
559	16979	437825
560	17009	437777
561	17031	437558
562	17057	437410
563	17087	437369
564	17119	437371
565	17141	437150
566	17164	436928
567	17193	436860
568	17223	436821
569	17245	436594
570	17269	436393
571	17300	436373
572	17324	436190
573	17348	436008
574	17373	435859
575	17409	435955
576	17434	435800
577	17458	435622
578	17489	435609
579	17514	435448
580	17545	435429
581	17573	435341
582	17600	435254
583	17636	435364
584	17663	435244
585	17688	435080
586	17717	435023
587	17742	434866
588	17768	434742
589	17798	434702
590	17821	434504
591	17847	434360
592	17866	434070
593	17892	433927
594	17916	433768
595	17944	433677
596	17973	433627
597	18006	433651
598	18033	433551
599	18057	433375
600	18081	433211
601	18113	433225
602	18136	433011
603	18158	432787
604	18180	432582
605	18213	432604
606	18235	432387
607	18257	432172
608	18285	432085
609	18312	431991
610	18334	431785
611	18358	431614
612	18386	431516
613	18419	431559
614	18442	431371
615	18467	431229
616	18490	431045
617	18518	430949
618	18540	430740
619	18564	430567
620	18590	430453
621	18621	430460
622	18646	430294
623	18676	430276
624	18702	430147
625	18728	430034
626	18751	429839
627	18774	429667
628	18803	429610
629	18831	429538
630	18855	429365
631	18878	429197
632	18910	429206
633	18933	429029
634	18959	428896
635	18986	428801
636	19012	428695
637	19042	428663
638	19065	428485
639	19093	428406
640	19126	428459
641	19150	428291
642	19173	428100
643	19203	428072
644	19226	427899
645	19251	427773
646	19281	427749
647	19310	427691
648	19332	427498
649	19355	427318
650	19387	427336
651	19414	427248
652	19437	427060
653	19470	427102
654	19499	427053
655	19523	426908
656	19550	426805
657	19573	426624
658	19601	426566
659	19625	426410
660	19648	426226
661	19682	426300
662	19720	426436
663	19744	426285
664	19771	426194
665	19798	426108
666	19823	425988
667	19847	425826
668	19875	425753
669	19908	425803
670	19935	425709
671	19959	425566
672	19986	425483
673	20015	425427
674	20041	425318
675	20068	425247
676	20103	425323
677	20129	425214
678	20153	425060
679	20180	424975
680	20211	424983
681	20236	424837
682	20263	424759
683	20299	424857
684	20322	424702
685	20351	424656
686	20377	424548
687	20405	424491
688	20435	424466
689	20459	424306
690	20483	424175
691	20510	424074
692	20538	424017
693	20564	423913
694	20591	423835
695	20615	423682
696	20639	423536
697	20666	423450
698	20693	423378
699	20721	423303
700	20749	423244
701	20788	423414
702	20812	423275
703	20836	423125
704	20859	422960
705	20886	422867
706	20911	422763
707	20936	422630
708	20959	422471
709	20992	422509
710	21019	422433
711	21045	422319
712	21069	422186
713	21100	422191
714	21123	422023
715	21149	421918
716	21184	422009
717	21212	421951
718	21236	421813
719	21266	421778
720	21282	421484
721	21306	421346
722	21332	421248
723	21358	421151
724	21384	421047
725	21415	421053
726	21438	420897
727	21463	420782
728	21490	420696
729	21504	420366
730	21531	420299
731	21554	420136
732	21588	420198
733	21611	420040
734	21638	419968
735	21666	419909
736	21694	419854
737	21719	419734
738	21742	419579
739	21767	419460
740	21795	419412
741	21819	419273
742	21847	419212
743	21879	419248
744	21905	419152
745	21933	419086
746	21957	418961
747	21990	418994
748	22013	418851
749	22038	418734
750	22064	418630
751	22094	418620
752	22118	418481
753	22145	418406
754	22171	418328
755	22195	418196
756	22222	418111
757	22248	418023
758	22278	418008
759	22307	417979
760	22330	417827
761	22353	417669
762	22381	417616
763	22404	417468
764	22428	417348
765	22452	417225
766	22481	417173
767	22507	417098
768	22534	417026
769	22560	416923
770	22586	416841
771	22611	416725
772	22634	416595
773	22660	416499
774	22684	416365
775	22710	416278
776	22734	416159
777	22762	416101
778	22789	416030
779	22813	415900
780	22854	416098
781	22886	416115
782	22914	416061
783	22939	415953
784	22975	416048
785	23004	416004
786	23030	415927
787	23054	415797
788	23081	415735
789	23115	415781
790	23141	415694
791	23170	415668
792	23198	415613
793	23224	415528
794	23248	415407
795	23281	415432
796	23304	415306
797	23334	415280
798	23369	415350
799	23392	415221
800	23419	415141
801	23441	414992
802	23467	414905
803	23492	414802
804	23518	414709
805	23544	414629
806	23580	414711
807	23619	414856
808	23645	414778
809	23669	414653
810	23698	414615
811	23726	414578
812	23751	414472
813	23783	414485
814	23809	414409
815	23835	414319
816	23862	414256
817	23889	414185
818	23924	414248
819	23950	414161
820	23979	414139
821	24006	414070
822	24030	413946
823	24064	414006
824	24089	413908
825	24112	413768
826	24137	413656
827	24162	413555
828	24188	413483
829	24222	413532
830	24258	413622
831	24284	413536
832	24306	413387
833	24333	413326
834	24361	413277
835	24388	413206
836	24419	413207
837	24447	413149
838	24475	413100
839	24498	412970
840	24524	412894
841	24556	412912
842	24591	412972
843	24619	412935
844	24648	412895
845	24685	412992
846	24707	412859
847	24731	412742
848	24759	412686
849	24787	412634
850	24818	412637
851	24847	412610
852	24874	412550
853	24902	412499
854	24938	412585
855	24986	412856
856	25027	413027
857	25071	413238
858	25108	413338
859	25140	413362
860	25183	413558
861	25213	413531
862	25251	413648
863	25283	413670
864	25312	413637
865	25345	413672
866	25383	413773
867	25412	413738
868	25443	413749
869	25481	413850
870	25511	413833
871	25543	413857
872	25572	413823
873	25603	413819
874	25631	413769
875	25665	413813
876	25696	413812
877	25743	414067
878	25800	414483
879	25830	414469
880	25864	414512
881	25902	414616
882	25945	414805
883	26007	415301
884	26045	415400
885	26074	415372
886	26101	415297
887	26140	415429
888	26172	415439
889	26202	415419
890	26261	415856
891	26328	416407
892	26392	416935
893	26437	417144
894	26475	417249
895	26505	417222
896	26535	417195
897	26565	417185
898	26599	417222
899	26628	417182
900	26655	417111
901	26686	417098
902	26703	416876
903	26732	416835
904	26760	416777
905	26788	416731
906	26827	416850
907	26858	416838
908	26880	416696
909	26902	416549
910	26928	416459
911	26954	416374
912	26977	416250
913	27018	416389
914	27057	416501
915	27097	416636
916	27124	416563
917	27148	416450
918	27180	416464
919	27232	416779
920	27297	417288
921	27325	417235
922	27345	417053
923	27366	416893
924	27390	416773
925	27410	416608
926	27431	416449
927	27456	416340
928	27478	416202
929	27500	416058
930	27531	416041
931	27551	415874
932	27582	415866
933	27608	415788
934	27630	415642
935	27651	415483
936	27673	415331
937	27694	415178
938	27716	415032
939	27737	414883
940	27752	414630
941	27772	414462
942	27799	414398
943	27821	414251
944	27839	414054
945	27863	413946
946	27885	413804
947	27909	413691
948	27930	413536
949	27954	413437
950	27981	413372
951	28004	413240
952	28026	413103
953	28048	412966
954	28070	412831
955	28092	412690
956	28119	412619
957	28141	412486
958	28163	412356
959	28185	412219
960	28208	412089
961	28228	411929
962	28248	411764
963	28271	411634
964	28293	411501
965	28317	411394
966	28336	411219
967	28358	411083
968	28385	411024
969	28405	410859
970	28426	410698
971	28446	410538
972	28469	410420
973	28491	410287
974	28512	410136
975	28533	409989
976	28555	409855
977	28579	409762
978	28600	409612
979	28621	409463
980	28644	409351
981	28665	409200
982	28687	409065
983	28701	408820
984	28727	408743
985	28779	409042
986	28838	409437
987	28889	409716
988	28919	409695
989	28942	409576
990	28965	409458
991	28985	409302
992	29009	409200
993	29030	409054
994	29053	408935
995	29082	408907
996	29106	408799
997	29128	408670
998	29153	408588
999	29175	408455
1000	29195	408300
1001	29218	408179
1002	29237	408019
1003	29260	407894
1004	29281	407761
1005	29317	407826
1006	29342	407735
1007	29364	407606
1008	29387	407498
1009	29408	407349
1010	29429	407216
1011	29473	407384
1012	29509	407449
1013	29547	407539
1014	29580	407570
1015	29603	407453
1016	29624	407316
1017	29650	407245
1018	29691	407379
1019	29736	407561
1020	29762	407485
1021	29785	407380
1022	29818	407398
1023	29841	407290
1024	29866	407198
1025	29908	407349
1026	29941	407376
1027	29969	407332
1028	30001	407341
1029	30029	407298
1030	30063	407333
1031	30097	407368
1032	30129	407373
1033	30163	407413
1034	30201	407505
1035	30232	407502
1036	30257	407407
1037	30280	407302
1038	30305	407219
1039	30339	407253
1040	30371	407264
1041	30395	407160
1042	30417	407034
1043	30439	406913
1044	30462	406798
1045	30485	406692
1046	30510	406600
1047	30533	406489
1048	30557	406391
1049	30590	406415
1050	30624	406448
1051	30672	406669
1052	30732	407051
1053	30761	407018
1054	30800	407121
1055	30837	407199
1056	30870	407210
1057	30903	407230
1058	30930	407182
1059	30958	407133
1060	30992	407161
1061	31018	407096
1062	31047	407066
1063	31080	407086
1064	31103	406968
1065	31125	406849
1066	31148	406738
1067	31168	406589
1068	31188	406436
1069	31209	406302
1070	31241	406320
1071	31282	406441
1072	31313	406436
1073	31341	406389
1074	31368	406329
1075	31397	406300
1076	31425	406256
1077	31457	406267
1078	31486	406228
1079	31518	406241
1080	31561	406387
1081	31578	406202
1082	31612	406234
1083	31638	406168
1084	31673	406208
1085	31701	406165
1086	31722	406028
1087	31743	405895
1088	31762	405737
1089	31783	405600
1090	31804	405473
1091	31825	405343
1092	31846	405202
1093	31867	405067
1094	31890	404961
1095	31911	404832
1096	31933	404719
1097	31960	404660
1098	31987	404598
1099	32009	404487
1100	32030	404351
1101	32050	404212
1102	32077	404159
1103	32099	404039
1104	32125	403966
1105	32146	403839
1106	32154	403544
1107	32177	403434
1108	32199	403319
1109	32213	403106
1110	32233	402956
1111	32257	402871
1112	32275	402700
1113	32299	402607
1114	32319	402470
1115	32342	402367
1116	32365	402262
1117	32390	402192
1118	32409	402036
1119	32435	401972
1120	32456	401844
1121	32480	401755
1122	32501	401620
1123	32522	401497
1124	32542	401352
1125	32562	401215
1126	32585	401113
1127	32606	400987
1128	32626	400855
1129	32634	400570
1130	32644	400308
1131	32663	400162
1132	32688	400077
1133	32712	399997
1134	32733	399872
1135	32757	399778
1136	32777	399646
1137	32801	399550
1138	32822	399433
1139	32843	399306
1140	32862	399160
1141	32883	399041
1142	32905	398930
1143	32929	398834
1144	32950	398711
1145	32970	398583
1146	32992	398471
1147	33011	398321
1148	33032	398199
1149	33051	398057
1150	33077	397991
1151	33098	397869
1152	33122	397789
1153	33144	397671
1154	33154	397420
1155	33175	397304
1156	33198	397206
1157	33223	397131
1158	33248	397062
1159	33271	396963
1160	33286	396771
1161	33305	396628
1162	33328	396528
1163	33355	396480
1164	33381	396418
1165	33401	396292
1166	33421	396165
1167	33442	396045
1168	33468	395985
1169	33493	395912
1170	33520	395859
1171	33552	395870
1172	33577	395801
1173	33608	395796
1174	33637	395776
1175	33664	395734
1176	33696	395745
1177	33708	395515
1178	33730	395412
1179	33751	395296
1180	33775	395209
1181	33798	395111
1182	33820	395011
1183	33841	394889
1184	33863	394789
1185	33884	394673
1186	33905	394557
1187	33924	394420
1188	33947	394322
1189	33969	394222
1190	34000	394218
1191	34023	394126
1192	34044	394013
1193	34069	393943
1194	34093	393852
1195	34113	393728
1196	34140	393684
1197	34167	393640
1198	34195	393600
1199	34224	393586
1200	34251	393535
1201	34278	393490
1202	34302	393414
1203	34330	393375
1204	34351	393260
1205	34373	393158
1206	34394	393040
1207	34423	393019
1208	34433	392779
1209	34453	392655
1210	34478	392585
1211	34499	392480
1212	34538	392568
1213	34565	392520
1214	34587	392420
1215	34608	392301
1216	34629	392187
1217	34649	392072
1218	34673	391989
1219	34694	391876
1220	34714	391749
1221	34738	391673
1222	34762	391600
1223	34788	391544
1224	34812	391467
1225	34840	391425
1226	34870	391414
1227	34898	391384
1228	34926	391353
1229	34950	391274
1230	34975	391203
1231	34995	391086
1232	35016	390976
1233	35037	390861
1234	35061	390782
1235	35083	390684
1236	35105	390592
1237	35127	390486
1238	35148	390373
1239	35169	390266
1240	35193	390188
1241	35214	390079
1242	35234	389961
1243	35255	389850
1244	35280	389789
1245	35303	389695
1246	35326	389613
1247	35351	389542
1248	35372	389441
1249	35393	389325
1250	35414	389220
1251	35438	389144
1252	35462	389066
1253	35482	388954
1254	35503	388837
1255	35528	388773
1256	35547	388642
1257	35571	388574
1258	35590	388442
1259	35611	388332
1260	35630	388207
1261	35650	388092
1262	35672	387991
1263	35693	387879
1264	35712	387755
1265	35733	387652
1266	35754	387542
1267	35778	387472
1268	35799	387360
1269	35820	387255
1270	35840	387140
1271	35865	387076
1272	35887	386984
1273	35912	386918
1274	35942	386909
1275	35970	386881
1276	35994	386804
1277	36021	386765
1278	36044	386687
1279	36071	386644
1280	36098	386604
1281	36134	386653
1282	36158	386582
1283	36168	386361
1284	36193	386294
1285	36219	386248
1286	36240	386138
1287	36259	386012
1288	36281	385926
1289	36302	385820
1290	36322	385709
1291	36342	385589
1292	36365	385509
1293	36386	385405
1294	36409	385321
1295	36432	385238
1296	36453	385134
1297	36473	385025
1298	36493	384907
1299	36514	384805
1300	36536	384710
1301	36556	384603
1302	36578	384509
1303	36599	384411
1304	36621	384320
1305	36641	384202
1306	36663	384106
1307	36683	384002
1308	36703	383888
1309	36725	383791
1310	36746	383695
1311	36767	383590
1312	36789	383503
1313	36810	383405
1314	36837	383366
1315	36856	383244
1316	36867	383040
1317	36889	382946
1318	36911	382850
1319	36931	382742
1320	36950	382628
1321	36976	382579
1322	37001	382516
1323	37023	382425
1324	37046	382343
1325	37067	382251
1326	37088	382143
1327	37109	382046
1328	37128	381932
1329	37149	381826
1330	37173	381758
1331	37197	381691
1332	37218	381599
1333	37239	381492
1334	37260	381392
1335	37281	381299
1336	37303	381211
1337	37332	381196
1338	37349	381050
1339	37372	380977
1340	37393	380879
1341	37428	380924
1342	37454	380879
1343	37475	380781
1344	37497	380688
1345	37508	380493
1346	37529	380397
1347	37558	380379
1348	37579	380278
1349	37600	380186
1350	37625	380122
1351	37657	380140
1352	37681	380068
1353	37705	380011
1354	37724	379894
1355	37745	379795
1356	37767	379709
1357	37789	379618
1358	37811	379538
1359	37832	379439
1360	37852	379331
1361	37883	379336
1362	37911	379309
1363	37938	379270
1364	37968	379268
1365	37995	379235
1366	38027	379249
1367	38062	379292
1368	38089	379255
1369	38118	379240
1370	38146	379208
1371	38173	379179
1372	38205	379190
1373	38232	379148
1374	38265	379173
1375	38284	379063
1376	38310	379010
1377	38331	378919
1378	38350	378808
1379	38371	378713
1380	38394	378630
1381	38414	378530
1382	38434	378429
1383	38455	378328
1384	38476	378234
1385	38495	378124
1386	38516	378029
1387	38539	377957
1388	38563	377888
1389	38583	377783
1390	38608	377734
1391	38638	377722
1392	38669	377723
1393	38693	377661
1394	38719	377618
1395	38741	377532
1396	38774	377556
1397	38802	377531
1398	38826	377469
1399	38857	377473
1400	38883	377428
1401	38910	377390
1402	38946	377442
1403	38975	377425
1404	38992	377299
1405	39028	377348
1406	39050	377267
1407	39071	377169
1408	39093	377091
1409	39114	376993
1410	39135	376899
1411	39155	376802
1412	39176	376714
1413	39197	376617
1414	39218	376521
1415	39238	376424
1416	39259	376335
1417	39279	376228
1418	39301	376147
1419	39321	376046
1420	39341	375942
1421	39361	375847
1422	39384	375772
1423	39407	375695
1424	39427	375600
1425	39447	375500
1426	39469	375415
1427	39489	375317
1428	39511	375233
1429	39532	375148
1430	39554	375060
1431	39574	374965
1432	39609	375001
1433	39628	374897
1434	39649	374806
1435	39671	374722
1436	39693	374641
1437	39713	374543
1438	39734	374449
1439	39758	374389
1440	39780	374312
1441	39804	374250
1442	39824	374154
1443	39848	374091
1444	39873	374036
1445	39893	373941
1446	39915	373855
1447	39935	373758
1448	39956	373673
1449	39979	373603
1450	39999	373504
1451	40021	373422
1452	40042	373331
1453	40075	373362
1454	40097	373281
1455	40118	373194
1456	40141	373117
1457	40169	373098
1458	40200	373104
1459	40234	373135
1460	40262	373109
1461	40284	373033
1462	40306	372952
1463	40327	372863
1464	40352	372814
1465	40362	372619
1466	40382	372528
1467	40404	372447
1468	40428	372391
1469	40452	372325
1470	40474	372252
1471	40496	372170
1472	40505	371974
1473	40526	371885
1474	40546	371788
1475	40568	371714
1476	40589	371625
1477	40612	371554
1478	40646	371586
1479	40676	371581
1480	40710	371620
1481	40743	371637
1482	40776	371665
1483	40805	371651
1484	40844	371729
1485	40876	371741
1486	40906	371734
1487	40937	371734
1488	40963	371696
1489	40993	371690
1490	41016	371628
1491	41037	371536
1492	41061	371477
1493	41083	371399
1494	41104	371318
1495	41133	371296
1496	41165	371316
1497	41193	371291
1498	41221	371269
1499	41248	371239
1500	41280	371249
1501	41313	371273
1502	41340	371240
1503	41369	371225
1504	41396	371193
1505	41426	371184
1506	41459	371206
1507	41493	371238
1508	41520	371208
1509	41562	371309
1510	41584	371228
1511	41606	371154
1512	41627	371070
1513	41648	370984
1514	41668	370892
1515	41690	370815
1516	41724	370847
1517	41753	370833
1518	41778	370780
1519	41805	370747
1520	41828	370683
1521	41854	370637
1522	41873	370539
1523	41899	370495
1524	41918	370395
1525	41943	370342
1526	41972	370328
1527	41992	370237
1528	42011	370136
1529	42033	370057
1530	42055	369982
1531	42076	369898
1532	42097	369815
1533	42117	369719
1534	42138	369638
1535	42163	369589
1536	42184	369501
1537	42204	369414
1538	42224	369320
1539	42246	369249
1540	42265	369146
1541	42291	369101
1542	42309	368998
1543	42331	368918
1544	42358	368885
1545	42379	368810
1546	42412	368826
1547	42432	368736
1548	42453	368654
1549	42477	368598
1550	42499	368518
1551	42518	368423
1552	42540	368350
1553	42563	368280
1554	42587	368223
1555	42609	368151
1556	42632	368084
1557	42653	368003
1558	42676	367933
1559	42699	367874
1560	42718	367777
1561	42742	367718
1562	42764	367639
1563	42788	367584
1564	42808	367494
1565	42828	367410
1566	42858	367397
1567	42878	367310
1568	42899	367228
1569	42925	367186
1570	42953	367171
1571	42982	367157
1572	43016	367183
1573	43045	367173
1574	43074	367160
1575	43104	367149
1576	43136	367169
1577	43168	367177
1578	43197	367166
1579	43230	367186
1580	43263	367204
1581	43288	367154
1582	43316	367136
1583	43337	367057
1584	43358	366976
1585	43379	366896
1586	43399	366807
1587	43419	366717
1588	43445	366671
1589	43479	366704
1590	43509	366703
1591	43540	366700
1592	43568	366679
1593	43591	366616
1594	43612	366535
1595	43633	366457
1596	43655	366382
1597	43680	366334
1598	43701	366256
1599	43721	366171
1600	43742	366087
1601	43762	366001
1602	43784	365923
1603	43806	365858
1604	43837	365862
1605	43857	365767
1606	43879	365696
1607	43900	365622
1608	43920	365532
1609	43941	365449
1610	43968	365420
1611	43981	365274
1612	44000	365179
1613	44021	365097
1614	44042	365023
1615	44070	364996
1616	44090	364909
1617	44110	364826
1618	44134	364767
1619	44154	364684
1620	44175	364608
1621	44195	364519
1622	44216	364438
1623	44237	364356
1624	44258	364279
1625	44279	364200
1626	44302	364141
1627	44323	364059
1628	44343	363975
1629	44364	363893
1630	44387	363837
1631	44409	363767
1632	44429	363682
1633	44452	363614
1634	44471	363526
1635	44492	363446
1636	44515	363384
1637	44551	363431
1638	44572	363351
1639	44592	363267
1640	44614	363198
1641	44636	363123
1642	44659	363066
1643	44680	362987
1644	44700	362906
1645	44725	362854
1646	44745	362775
1647	44766	362691
1648	44788	362625
1649	44808	362543
1650	44831	362483
1651	44856	362438
1652	44879	362372
1653	44899	362287
1654	44922	362232
1655	44942	362148
1656	44969	362114
1657	44995	362081
1658	45022	362054
1659	45052	362046
1660	45079	362021
1661	45110	362021
1662	45135	361980
1663	45165	361979
1664	45194	361960
1665	45220	361930
